Name,Summary,Average Runtime,Premiere Date,Genres,Type,Language,Network,Rating,Schedule (days),Total Seasons,Total Episodes
Necessary Roughness,"Necessary Roughness focuses on tough sexy Long Island divorcee Dani who re-energizes her life and career when she becomes a therapist for a professional football team. Underestimated at every turn, she succeeds beyond all expectations and soon finds herself the most sought-after therapist for high-profile clients. Athletes, musicians, politicians and others living in the spotlight - all in a moment of crisis - clamor for her unique brand of tough love therapy. As a newly single mom raising two teenagers, her start-up practice wreaks havoc on her life. But recognizing that she's changing people's lives for the better, she is determined to make her new career work by striking a balance between her personal and professional worlds.",60,8/21/2013,"['Drama', 'Comedy']",Scripted,English,USA Network,7.1,['Wednesday'],3,38
Are You Afraid of the Dark?,"Are You Afraid of the Dark? is a show based upon a group of kids known as ""The Midnight Society"". Members meet in the woods and take turns telling their own spooky tales. The series aired on Nickelodeon in the United States as part of their SNICK line-up in 1992. It lasted for 5 seasons until it was canceled in 1996. Later on, it returned to Nickelodeon's SNICK block with a new cast for two seasons from 1999-2000.",30,6/11/2000,"['Drama', 'Fantasy', 'Horror']",Scripted,English,Nickelodeon,7.1,['Sunday'],7,91
Go On,"Following the sudden death of his wife, sports radio personality Ryan King is forced to attend grief counseling. Feeling it unnecessary, he does so reluctantly, and with minimal participation, until it becomes clear that this may actually help him in unexpected ways.",30,4/11/2013,['Comedy'],Scripted,English,NBC,7.1,['Thursday'],1,22
Top Gear,"Top Gear is a British television series about motor vehicles, primarily cars, and the most widely watched factual television programme in the world.",60,12/18/2022,['Unknown'],Reality,English,BBC One,7.1,['Sunday'],33,229
Mutant X,"Protecting a world that doesn't know they exist. Mutant X is a team of human mutants who possess extraordinary powers as a result of genetic engineering. Like hundreds of other unsuspecting subjects, these people were altered in secret experiments conducted in a covert government project. Realising that events have spun out of control, the organization that created them is now hunting them down in an urgent ""product recall"". Mutant X's mission is to seek out their fellow new mutants, to help them come to terms with their astonishing abilities and protect them from their creators.",60,5/17/2004,"['Action', 'Adventure', 'Science-Fiction']",Scripted,English,Syndication,7.1,['Monday'],3,66
Teenage Mutant Ninja Turtles,"Terrapin martial artists battle a global criminal group, The Foot, led by their arch nemesis The Shredder, who's in league with a technological madman, Baxter Stockman.",30,3/7/2009,"['Comedy', 'Action', 'Science-Fiction']",Animation,English,The CW,7.1,['Saturday'],7,156
The Body Farm,"Crime drama series following Eve Lockhart, one of Britain's leading forensic pathologists, and her team of scientists at a state-of-the-art forensic research facility.",60,10/18/2011,"['Drama', 'Crime']",Scripted,English,BBC One,7.1,['Tuesday'],1,6
Invasion,"For centuries man has searched the skies for signs of intelligent life forms. But what if those life forms were already here, and what if a storm was masking something far more menacing?",60,5/17/2006,"['Science-Fiction', 'Thriller', 'Supernatural']",Scripted,English,ABC,7.1,['Wednesday'],1,22
"Yes, Dear","Yes, Dear is a comedy about two young couples and their outrageously contrasting views on parenting. Greg and Kim Warner struggle on a daily basis to become perfect at the job. Kim is a neurotic, stay-at-home mother, and although her husband, Greg, is a success in his career, his more difficult job is keeping his wife calm as they raise their two young children. While Kim is determined to be the perfect mother and perfect wife and to raise the perfect children, her sister, Christine Hughes, a very down-to-earth mother of two, continually reminds her that life will never be perfect. Christine's husband, Jimmy, often feels compelled to share with his brother-in-law his philosophy about being a husband and a parent while still remaining a man.",30,2/15/2006,"['Comedy', 'Family']",Scripted,English,CBS,7.1,['Wednesday'],6,122
Total Divas,"Revealing the real women behind the WWE Divas for the first time, this new one-hour series proves that the drama is even bigger when the sexy superstars step outside the ring. Total Divas goes inside the personal lives of these glitzy, glamorous celebrities who entertain sold-out crowds in arenas around the world and are adored by millions.",60,12/10/2019,"['Drama', 'Sports']",Reality,English,E!,7.1,['Tuesday'],9,120
Men at Work,"Men at Work is a brazen new original comedy about four hip, young professionals set to take on New York and live life ""Full Steam"" - ahead just like the name of the magazine that they work for. They follow the ""boys will be boys"" mantra of single, 30-somethings navigating work, friendship, and women.",30,3/12/2014,"['Drama', 'Comedy']",Scripted,English,TBS,7.1,['Wednesday'],3,30
The Tick,"In a world where criminals rule the streets, evil has finally met its match. There is a new protector of the weak and oppressed, the hilarious blue defender of goodness, known as The Tick! Together with his sidekick Arthur and their friends - the insatiable Batmanuel, and the alluring Captain Liberty - these heroes will prove they are more than just big, dumb guys in silly-looking suits. So let this be a warning to naughty people everywhere, for you have met The Tick!",30,1/31/2002,"['Comedy', 'Action', 'Science-Fiction']",Scripted,English,FOX,7.1,['Thursday'],1,9
Reba,"Single mother of three, Reba Hart, tackles parenthood and other obstacles along the way. After her dentist husband of 20 years, Brock, leaves her for his dental hygienist, Barbra Jean, Reba's seemingly perfect world is turned upside down.",30,2/18/2007,"['Drama', 'Comedy', 'Family']",Scripted,English,The CW,7.1,['Friday'],6,125
The O.C.,"A slick hit about a troubled L.A. teen taken in by an idealistic lawyer and his family in affluent Orange County. The series filled the youth-soap hole left by the departed '90210,' but quickly proved itself far more gritty---and witty. In addition, early plots set up an appealing balance between the kids and grown-ups, who were portrayed as real people with real problems, instead of sounding boards for the unblemished Romeos and Juliets.",60,2/22/2007,"['Drama', 'Comedy', 'Romance']",Scripted,English,FOX,7.1,['Thursday'],4,92
Atlantis,"A fantasy drama set in a world of legendary heroes and mythical creatures. Far from home, Jason washes up on the shores of the ancient and mysterious city of Atlantis.",61,5/16/2015,"['Drama', 'Adventure', 'Fantasy']",Scripted,English,BBC One,7.1,['Saturday'],2,25
The Prisoner,"The Prisoner tells the story of a man, Six, who wakes up to find himself inexplicably trapped in a mysterious and surreal place, The Village, with no memory of how he arrived. As he frantically explores his new environment, he discovers that Village residents are identified by number, have no memory of any prior existence, and are under constant surveillance. The Village is controlled by one man - the sinister and charismatic Two . Throughout the series, Six and Two are locked in a battle of wits, as Six challenges the oppressive nature of The Village and struggles to learn the truth behind it.",60,11/17/2009,"['Drama', 'Science-Fiction', 'Mystery']",Scripted,English,AMC,7.1,"['Monday', 'Tuesday', 'Sunday']",1,6
